,no.,time,source,destination,protocol,length,tcp_retransmission,SYN,ACK,Seq,Win,Len,MSS
230,231,2 days 03:08:00.643200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
231,232,2 days 03:08:06.172800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
232,233,2 days 03:08:11.788800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
233,234,2 days 03:08:17.491200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
234,235,2 days 03:08:23.107200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
235,236,2 days 03:08:28.636800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
236,237,2 days 03:08:34.166400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
237,238,2 days 03:08:39.696000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
238,239,2 days 03:08:45.571200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
239,240,2 days 03:08:51.100800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
240,241,2 days 03:08:56.630400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
241,242,2 days 04:41:14.438400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
242,243,2 days 04:41:20.054400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
243,244,2 days 04:41:25.670400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
244,245,2 days 04:41:31.286400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
245,246,2 days 04:41:36.816000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
246,247,2 days 04:41:42.518400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
247,248,2 days 04:41:48.134400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
248,249,2 days 04:41:53.923200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
249,250,2 days 04:41:59.884800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
250,251,2 days 04:42:05.414399999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
251,252,2 days 04:42:11.030400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
252,253,2 days 04:42:16.732800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
253,254,2 days 04:42:22.694400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
254,255,2 days 04:42:28.310400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
255,256,2 days 04:42:33.926400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
256,257,2 days 04:42:40.147200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
257,258,2 days 04:42:45.936000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
258,259,2 days 04:42:51.897600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
259,260,2 days 04:42:58.636800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
260,261,2 days 04:43:04.166400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
261,262,2 days 04:43:09.696000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
262,263,2 days 04:43:15.312000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
263,264,2 days 04:43:21.100800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
264,265,2 days 04:43:26.630400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
265,266,2 days 04:43:32.246400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
266,267,2 days 04:43:37.776000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
267,268,2 days 06:07:38.524800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
268,269,2 days 06:07:44.400000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
269,270,2 days 06:07:50.188800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
270,271,2 days 06:07:55.804800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
271,272,2 days 06:08:01.334400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
272,273,2 days 06:08:06.950399999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
273,274,2 days 06:08:12.480000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
274,275,2 days 06:08:18.355200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
275,276,2 days 06:08:23.884800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
276,277,2 days 06:08:29.414400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
277,278,2 days 06:08:34.944000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
278,279,2 days 06:08:40.560000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
279,280,2 days 06:08:46.262400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
280,281,2 days 06:08:51.792000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
281,282,2 days 06:08:57.408000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
282,283,2 days 07:41:14.092799999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
283,284,2 days 07:41:20.313600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
284,285,2 days 07:41:26.102399999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
285,286,2 days 07:41:31.718400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
286,287,2 days 07:41:37.420800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
287,288,2 days 07:41:42.950399999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
288,289,2 days 07:41:48.566400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
289,290,2 days 07:41:54.528000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
290,291,2 days 07:42:00.316800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
291,292,2 days 07:42:06.019200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
292,293,2 days 07:42:11.808000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
293,294,2 days 07:42:18.028800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
294,295,2 days 07:42:24.422400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
295,296,2 days 07:42:30.038400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
296,297,2 days 07:42:35.481599999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
297,298,2 days 07:42:41.011200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
298,299,2 days 07:42:46.540800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
299,300,2 days 07:42:52.416000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
300,301,2 days 07:42:58.636800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
301,302,2 days 07:43:04.252800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
302,303,2 days 07:43:09.782400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
303,304,2 days 07:43:15.312000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
304,305,2 days 07:43:21.187199999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
305,306,2 days 07:43:26.716800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
306,307,2 days 07:43:32.246400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
307,308,2 days 07:43:37.776000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
308,309,2 days 09:07:37.228800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
309,310,2 days 09:07:43.536000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
310,311,2 days 09:07:49.238400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
311,312,2 days 09:07:54.768000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
312,313,2 days 09:08:00.384000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
313,314,2 days 09:08:05.913600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
314,315,2 days 09:08:11.529600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
315,316,2 days 09:08:17.232000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
316,317,2 days 09:08:22.848000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
317,318,2 days 09:08:28.377600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
318,319,2 days 09:08:33.907200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
319,320,2 days 09:08:39.436800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
320,321,2 days 09:08:45.311999999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
321,322,2 days 09:08:50.841600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
322,323,2 days 09:08:56.371200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
323,324,2 days 10:41:14.956800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
324,325,2 days 10:41:20.400000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
325,326,2 days 10:41:24.892800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
326,327,2 days 10:41:29.385600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
327,328,2 days 10:41:33.964800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
328,329,2 days 10:41:38.630400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
329,330,2 days 10:41:44.160000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
330,331,2 days 10:41:49.776000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
331,332,2 days 10:41:55.478400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
332,333,2 days 10:42:01.094400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
333,334,2 days 10:42:06.710400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
334,335,2 days 10:42:12.499200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
335,336,2 days 10:42:18.115200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
336,337,2 days 10:42:23.731200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
337,338,2 days 10:42:29.347200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
338,339,2 days 10:42:35.481600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
339,340,2 days 10:42:41.529600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
340,341,2 days 10:42:47.059200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
341,342,2 days 10:42:53.712000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
342,343,2 days 10:43:00.192000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
343,344,2 days 10:43:06.672000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
344,345,2 days 10:43:12.633600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
345,346,2 days 10:43:18.249600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
346,347,2 days 10:43:23.865600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
347,348,2 days 10:43:29.481600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
348,349,2 days 10:43:35.011200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
349,350,2 days 12:07:38.697600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
350,351,2 days 12:07:44.400000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
351,352,2 days 12:07:50.016000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
352,353,2 days 12:07:55.545599999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
353,354,2 days 12:08:01.075200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
354,355,2 days 12:08:06.604800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
355,356,2 days 12:08:12.220799999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
356,357,2 days 12:08:18.009600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
357,358,2 days 12:08:23.625600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
358,359,2 days 12:08:29.068800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
359,360,2 days 12:08:34.684800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
360,361,2 days 12:08:40.214400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
361,362,2 days 12:08:46.003200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
362,363,2 days 12:08:51.619200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
363,364,2 days 12:08:57.148800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
364,365,2 days 13:41:17.116800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
365,366,2 days 13:41:24.979200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
366,367,2 days 13:41:29.558400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
367,368,2 days 13:41:34.137600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
368,369,2 days 13:41:38.716800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
369,370,2 days 13:41:43.209600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
370,371,2 days 13:41:47.788800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
371,372,2 days 13:41:52.281600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
372,373,2 days 13:41:56.860800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
373,374,2 days 13:42:01.353600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
374,375,2 days 13:42:05.932800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
375,376,2 days 13:42:10.944000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
376,377,2 days 13:42:15.436800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
377,378,2 days 13:42:20.448000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
378,379,2 days 13:42:25.113600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
379,380,2 days 13:42:29.692800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
380,381,2 days 13:42:34.185600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
381,382,2 days 13:42:38.764800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
382,383,2 days 13:42:43.257600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
383,384,2 days 13:42:47.750399999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
384,385,2 days 13:42:52.243200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
385,386,2 days 13:42:58.464000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
386,387,2 days 13:43:07.103999999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
387,388,2 days 13:43:31.728000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
388,389,2 days 13:43:36.393600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
389,390,2 days 13:43:40.972800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
390,391,2 days 15:07:43.795200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
391,392,2 days 15:07:52.262400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
392,393,2 days 15:07:58.051200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
393,394,2 days 15:08:03.926400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
394,395,2 days 15:08:09.542399999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
395,396,2 days 15:08:15.158400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
396,397,2 days 15:08:21.292800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
397,398,2 days 15:08:26.822400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
398,399,2 days 15:08:32.438400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
399,400,2 days 15:08:37.968000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
400,401,2 days 15:08:43.583999999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
401,402,2 days 15:08:49.372800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
402,403,2 days 15:08:54.988800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
403,404,2 days 15:09:00.604800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
404,405,2 days 15:09:06.220800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
405,406,2 days 16:41:15.907200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
406,407,2 days 16:41:23.769600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
407,408,2 days 16:41:29.817600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
408,409,2 days 16:41:35.433600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
409,410,2 days 16:41:41.049599999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
410,411,2 days 16:41:46.665600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
411,412,2 days 16:41:52.454400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
412,413,2 days 16:41:57.984000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
413,414,2 days 16:42:03.600000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
414,415,2 days 16:42:09.216000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
415,416,2 days 16:42:14.832000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
416,417,2 days 16:42:20.793600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
417,418,2 days 16:42:26.409599999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
418,419,2 days 16:42:31.939200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
419,420,2 days 16:42:37.641600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
420,421,2 days 16:42:43.862400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
421,422,2 days 16:42:49.910400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
422,423,2 days 16:42:56.390400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
423,424,2 days 16:43:02.179200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
424,425,2 days 16:43:08.400000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
425,426,2 days 16:43:14.361600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
426,427,2 days 16:43:20.668800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
427,428,2 days 16:43:26.284800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
428,429,2 days 16:43:31.900800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
429,430,2 days 16:43:37.516800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
430,431,2 days 16:43:43.132799999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
431,432,2 days 18:07:40.771200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
432,433,2 days 18:07:48.028800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
433,434,2 days 18:07:53.990400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
434,435,2 days 18:07:59.606400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
435,436,2 days 18:08:05.136000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
436,437,2 days 18:08:10.665600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
437,438,2 days 18:08:16.540799999,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
438,439,2 days 18:08:22.156800000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
439,440,2 days 18:08:27.686400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
440,441,2 days 18:08:33.302400000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
441,442,2 days 18:08:38.832000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
442,443,2 days 18:08:44.880000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
443,444,2 days 18:08:50.409600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
444,445,2 days 18:08:56.112000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
445,446,2 days 18:09:01.641600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
446,447,2 days 19:41:17.635200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
447,448,2 days 19:41:25.929600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
448,449,2 days 19:41:31.632000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
449,450,2 days 19:41:37.680000000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
450,451,2 days 19:41:43.209600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,3072,0 ,1460
451,452,2 days 19:41:48.825600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
452,453,2 days 19:41:54.873600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
453,454,2 days 19:42:00.489600000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,1024,0 ,1460
454,455,2 days 19:42:06.019200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,2048,0 ,1460
455,456,2 days 19:42:11.635200000,172.16.0.8,64.13.134.52,TCP,58,False,True,False,0 ,4096,0 ,1460
